Item name,Billed Qty,Product MRP,Sales Unit,Product Cost (without tax),Product Tax %,Profit Margin,Cumulative Profit Margin,,,,,Unique Items,Cumulative Profit Margin Unique,,SORTED Unique Items,Profit Margin Unique SORTED,,Cumulative Profit Margin,Cumulative Profit Margin Unique %,Cumulative Profit Margin Unique % SUM,Category,,,,
RENERVE PLUS,30,277,15,170.88,12,171.2288,464630.3368,,,,,BENADRYL 150ML,1643.3376,,GLORISTAT 40MG,336.5568,72.72%,"1,403,670.69",0.02%,72.72%,A,,,,
RENERVE PLUS,30,277,15,170.88,12,171.2288,464801.5656,,,,,ESLO TEL 5MG,108.4736,,CIFRAN CT,336.26688,72.74%,"1,404,006.96",0.02%,72.74%,A,,,,
RENERVE PLUS,30,277,15,170.88,12,171.2288,464972.7944,,,,,ROSUVAS F 5MG,325.4208,,FORACORT 200 SYNCHROBREATHE,336.1916,72.76%,"1,404,343.15",0.02%,72.76%,A,,,,
RENERVE PLUS,30,277,15,170.88,12,171.2288,465144.0232,,,,,TENEPRIDE M 500MG,542.368,,DEBRIDACE OINT 15GM,336.0336,72.78%,"1,404,679.18",0.02%,72.78%,A,,,,
NEUROBION ALFA D,30,193.6,10,121.93,12,171.1152,465315.1384,,,,,HOT WATER BAG [DELUXE],758.352,,EGA CREAM,336.0058,72.79%,"1,405,015.19",0.02%,72.79%,A,,,,
ORTHOHERB CREAM 30GM,3,145,1,78.64,12,170.7696,465485.908,,,,,SEBAMED ANTI HAIRLOSS SHAMPOO,216.6656,,ROZAT 5MG,335.7110667,72.81%,"1,405,350.90",0.02%,72.81%,A,,,,
CAVERTA 50MG,16,184,4,126.17,12,170.7584,465656.6664,,,,,SEBAMED ANTI HYDRATING LOTION,108.3328,,ZITHROCIN 500MG,335.45216,72.83%,"1,405,686.35",0.02%,72.83%,A,,,,
GAUZE CLOTH 1METRE {30CM*1MT},20,213,10,113.99,12,170.6624,465827.3288,,,,,BREVIPIL 50MG,146.832,,RUTOHEAL TAB,335.4208,72.85%,"1,406,021.77",0.02%,72.85%,A,,,,
CALDIKIND PLUS CAP,30,155,10,87.65,12,170.496,465997.8248,,,,,VALPARIN CHRO 300mg,420.32952,,NEPALACT EYE DROPS,335.3504,72.86%,"1,406,357.12",0.02%,72.86%,A,,,,
THERMOMETER DIGITAL,2,224,1,117.6,18,170.464,466168.2888,,,,,I DEW MEGA CAPS,221.3056,,SENSINIL PASTE 100gm,335.2798,72.88%,"1,406,692.40",0.02%,72.88%,A,,,,
CONCOR COR 2.5MG,100,70.99,10,48.17,12,170.396,466338.6848,,,,,COR 3 TAB 15`S,108.0192,,REGESTRONE,334.94024,72.90%,"1,407,027.34",0.02%,72.90%,A,,,,
KOJIVIT PLUS GEL,2,355,1,228.65,18,170.386,466509.0708,,,,,AZULIX MF 2MG,158.1696,,MOX CLAV DS 457MG SYP,334.8864,72.92%,"1,407,362.23",0.02%,72.92%,A,,,,
OLMIN 40MG,40,177.15,10,120.21,12,170.0592,466679.13,,,,,NEUTRON OD,108.0192,,REGAINE 2% 60ML LOT,334.8192,72.93%,"1,407,697.05",0.02%,72.93%,A,,,,
PAXIDEP CR 25MG,30,236,10,160.14,12,169.9296,466849.0596,,,,,CABGOLIN 0.25MG,265.4736,,SEPTILIN 200ml,334.7168,72.95%,"1,408,031.76",0.02%,72.95%,A,,,,
OLVANCE 40MG,30,235,10,159.46,12,169.2144,467018.274,,,,,MCVIT PLUS,378.0224,,OMEE,334.69634,72.97%,"1,408,366.46",0.02%,72.97%,A,,,,
FORMOST 200MG INHALER,1,705,1,478.39,12,169.2032,467187.4772,,,,,BIFILAC GG SACHET 7.5GM,609.11772,,SEACOD 100'S,334.6248,72.98%,"1,408,701.08",0.02%,72.98%,A,,,,
ECONORM CAPS,18,243,6,166.63,12,169.1232,467356.6004,,,,,HIGH PRO 250GM,320.4028,,BETALOC 25MG,334.5942667,73.00%,"1,409,035.68",0.02%,73.00%,A,,,,
CILACAR 10MG,60,176.13,15,119.52,12,169.0704,467525.6708,,,,,WELL MAN 50+,415.9937,,FML T EYE DROPS,334.4012,73.02%,"1,409,370.08",0.02%,73.02%,A,,,,
CILACAR 10MG,60,176.13,15,119.52,12,169.0704,467694.7412,,,,,TONOTSIX PLUS TAB,180.001,,ROSEDAY F TABS,334.378,73.04%,"1,409,704.46",0.02%,73.04%,A,,,,
CILACAR 10MG,60,176.13,15,119.52,12,169.0704,467863.8116,,,,,CLINDAC A GEL 20GM,428.385,,NOVA D 75MG,334.3648,73.05%,"1,410,038.82",0.02%,73.05%,A,,,,
CILACAR 10MG,60,176.13,15,119.52,12,169.0704,468032.882,,,,,CEFAKIND CV 500MG,531.9448,,DEPLATT A 75MG,334.0948,73.07%,"1,410,372.92",0.02%,73.07%,A,,,,
CILACAR 10MG,60,176.13,15,119.52,12,169.0704,468201.9524,,,,,TASIRON 15 CHEWABLE TAB,143.9654,,ECOTEARS HA EYE DROPS,334.0704,73.09%,"1,410,706.99",0.02%,73.09%,A,,,,
CILACAR 10MG,60,176.13,15,119.52,12,169.0704,468371.0228,,,,,ROSBEST 10MG TAB,311.8008,,ATEN 25MG,333.1220571,73.11%,"1,411,040.11",0.02%,73.11%,A,,,,
CEFTUM 250mg,8,267,4,163.06,12,168.7456,468539.7684,,,,,THREPTIN LITE,321.3824,,VIBRANIA CAPS,332.64,73.12%,"1,411,372.75",0.02%,73.12%,A,,,,
BUDAMATE 200MG INHALER,2,351.36,1,238.42,12,168.6592,468708.4276,,,,,GLYCINORM M 40mg,413.4050667,,RECAL D3 TABS,332.45242,73.14%,"1,411,705.20",0.02%,73.14%,A,,,,
T BACT 15GM,2,351.2,1,238.32,12,168.5632,468876.9908,,,,,SKINBLESS LITE CREAM 20GM,215.5116,,RIVOTRIL 2mg,332.178,73.16%,"1,412,037.38",0.02%,73.16%,A,,,,
T BACT 15GM,2,351.2,1,238.32,12,168.5632,469045.554,,,,,LITEGLO FACE WASH 100GM,107.7558,,VINGLYN M 500MG TAB,331.8696,73.17%,"1,412,369.25",0.02%,73.17%,A,,,,
MIRAGO 50MG,20,351,10,238.17,12,168.4992,469214.0532,,,,,MAGVITE,182.1166,,SEBAMED OLIVE FACE BODY WASH 200ML,331.5012,73.19%,"1,412,700.75",0.02%,73.19%,A,,,,
VILDAPRIDE M 500MG,60,117,10,79.39,12,168.4992,469382.5524,,,,,GLIZID M,304.92464,,SPOO SHAMPOO 125ML,329.992,73.21%,"1,413,030.74",0.02%,73.21%,A,,,,
VILDAPRIDE M 500MG,60,117,10,79.39,12,168.4992,469551.0516,,,,,TELEKAST 5MG,556.078,,OMEZ O ORAL SYP 200ML,329.8944,73.23%,"1,413,360.64",0.02%,73.23%,A,,,,
FRISIUM 10MG,75,168.5,15,120.36,12,168.484,469719.5356,,,,,CETANIL CT TAB,322.3476,,ISOTROIN 20MG,329.645,73.24%,"1,413,690.28",0.02%,73.24%,A,,,,
UBIVIT LC,20,360,10,246.24,12,168.4224,469887.958,,,,,ATORVA 20MG,322.104,,SYSTAFLAM GEL 50GM,329.6304,73.26%,"1,414,019.91",0.02%,73.26%,A,,,,
UBIVIT LC,20,360,10,246.24,12,168.4224,470056.3804,,,,,LACOMA PF DROPS 2.5ML,429.132,,EMCOR CREAM,329.3224,73.28%,"1,414,349.23",0.02%,73.28%,A,,,,
UBIVIT LC,20,360,10,246.24,12,168.4224,470224.8028,,,,,HOMISURE D3 TAB,286.0544,,MUOUT POW 119G,328.4448,73.29%,"1,414,677.68",0.02%,73.29%,A,,,,
UBIVIT LC,20,360,10,246.24,12,168.4224,470393.2252,,,,,SULPITAC 100MG,292.32,,BETATROP,328.2816,73.31%,"1,415,005.96",0.02%,73.31%,A,,,,
UBIVIT LC,20,360,10,246.24,12,168.4224,470561.6476,,,,,8 X SHAMPOO 100ML,473.4112,,UTIFLUSH SACHET 3.5GM,327.603,73.33%,"1,415,333.56",0.02%,73.33%,A,,,,
CLOPILET,90,116.86,15,79.3,12,168.264,470729.9116,,,,,PREPRO IBS CAPS,316.6593,,BRAKKE,327.22088,73.35%,"1,415,660.79",0.02%,73.35%,A,,,,
URIMAX D,20,525.74,15,356.75,12,168.24,470898.1516,,,,,AUGMENTIN DDS SY,861.2496,,ELASTOCREPE BANDAGE 8CM,327.2064,73.36%,"1,415,987.99",0.02%,73.36%,A,,,,
PROHANCE D CHOCOLATE 400G,1,725,1,497.15,12,168.192,471066.3436,,,,,SERENACE 1.5MG,195.8036,,JUSDEE 2000MG,326.5536,73.38%,"1,416,314.55",0.02%,73.38%,A,,,,
SYNTRAN SB 130MG,28,250,10,169.64,12,168.00896,471234.3526,,,,,TELMED AM ,1035.6544,,EVITOL,326.5014,73.40%,"1,416,641.05",0.02%,73.40%,A,,,,
NEUGABA 75MG,40,175,10,118.75,12,168,471402.3526,,,,,BESVIL 100 OCTACAPS,106.7936,,HIFENAC P,326.33152,73.41%,"1,416,967.38",0.02%,73.41%,A,,,,
A TO Z TAB,75,140,15,90.17,18,167.997,471570.3496,,,,,FURIC 40MG,106.7392,,FLUTIVATE CREAM 20GM,325.4656,73.43%,"1,417,292.84",0.02%,73.43%,A,,,,
FIASP FLEXPEN,1,831.6,1,632.02,5,167.979,471738.3286,,,,,TAXIM O 400MG,1128.31512,,LONAZEP 0.5MG,325.4264,73.45%,"1,417,618.27",0.02%,73.45%,A,,,,
ENTEROGERMINA 5ML VIAL,11,658,10,451.2,12,167.9216,471906.2502,,,,,MUPON OINT 15GM,106.4056,,ROSUVAS F 5MG,325.4208,73.46%,"1,417,943.69",0.02%,73.46%,A,,,,
NEORELAX MR 8MG,20,349.5,10,237.16,12,167.7616,472074.0118,,,,,HCQS,913.664,,ERITEL AM,325.4016,73.48%,"1,418,269.09",0.02%,73.48%,A,,,,
RUBBER SHEET {ACURA }ONE METER,2,210,1,112.7,12,167.552,472241.5638,,,,,HEPA MERZ,210.3648,,LACTIFIBER POW 90GM,325.216,73.50%,"1,418,594.31",0.02%,73.50%,A,,,,
URSOCOL 300MG,20,523,15,378.56,5,167.3493333,472408.9131,,,,,COMBINASE AQ SPRAY,105.9808,,MINIPRESS XL 2.5MG,325.1812,73.51%,"1,418,919.49",0.02%,73.51%,A,,,,
URSOCOL 300MG,20,523,15,378.56,5,167.3493333,472576.2624,,,,,NEXITO LS,503.8096,,TRIVOLIB FORTE 1MG,325.108,73.53%,"1,419,244.60",0.02%,73.53%,A,,,,
INCREVIL M,60,174,15,118.03,12,167.2256,472743.488,,,,,DENCIUM ND3 10'S,105.84,,ELTROXIN 75MG 120'S,325.0828,73.55%,"1,419,569.68",0.02%,73.55%,A,,,,
OXRA S 5/50MG,45,240,15,164.57,12,167.0448,472910.5328,,,,,URIBID,105.8288,,TELMA 80MG,324.832,73.56%,"1,419,894.51",0.02%,73.56%,A,,,,
PARKITIDIN ER 129MG,30,240,10,164.57,12,167.0448,473077.5776,,,,,CHESTON COLD,1020.75384,,NORFLOX TZ,324.59844,73.58%,"1,420,219.11",0.02%,73.58%,A,,,,
REVITAL WOMAN 30'S,2,360,1,234.31,18,167.0284,473244.606,,,,,XET CR 12.5MG,360.4952,,FOLLIHAIR,324.5032,73.60%,"1,420,543.61",0.02%,73.60%,A,,,,
STORVAS 40MG,30,239.9,10,164.51,12,166.9464,473411.5524,,,,,LUMIA 60K,819.74275,,POLYBION L 250ML,324.24,73.62%,"1,420,867.85",0.02%,73.62%,A,,,,
JANUMET 50/1000MG 15'S,2,347.5,1,235.81,12,166.7856,473578.338,,,,,NASOWASH STARTER KIT,105.7248,,ITCHGUARD PLUS 20GM,324.2288,73.63%,"1,421,192.08",0.02%,73.63%,A,,,,
JANUMET 50/1000MG 15'S,2,347.5,1,235.81,12,166.7856,473745.1236,,,,,ZOGLIZ M-80 MG,184.8224,,ALTRIS 5 SOLUTION 60ML,323.99,73.65%,"1,421,516.07",0.02%,73.65%,A,,,,
JANUMET 50/1000MG 15'S,2,347.5,1,235.81,12,166.7856,473911.9092,,,,,PROANAGEN,158.4174,,MILFLOX EYE DROPS,323.9872,73.67%,"1,421,840.06",0.02%,73.67%,A,,,,
JANUMET 50/1000MG 15'S,2,347.5,1,235.81,12,166.7856,474078.6948,,,,,BUDAMATE 400 INHALER,391.9776,,ROZULA GOLD 10MG 10'S,323.968,73.68%,"1,422,164.03",0.02%,73.68%,A,,,,
NEUROBION PLUS,50,114.7,10,72.64,12,166.716,474245.4108,,,,,MINOZ 100 MG,168.94464,,PILEX TAB {HIMA},323.6033067,73.70%,"1,422,487.63",0.02%,73.70%,A,,,,
TRAJENTA DUO 2.5/500MG,30,275,10,195.94,12,166.6416,474412.0524,,,,,LUCRUSH CREAM 50GM,211.1808,,CASTOR NF CREAM,323.472,73.72%,"1,422,811.10",0.02%,73.72%,A,,,,
UDILIV 300MG,15,694.19,15,502.46,5,166.607,474578.6594,,,,,LION PLASTER,1501.2928,,DESLOR 5MG,323.1150933,73.73%,"1,423,134.22",0.02%,73.73%,A,,,,
PEPTAMEN POW,1,1499,1,1129.19,18,166.5558,474745.2152,,,,,CORTAZ FOAM 50GM,105.5584,,ISTAVEL 100MG 7'S,322.742,73.75%,"1,423,456.96",0.02%,73.75%,A,,,,
PINOM H 40MG,30,347,15,235.47,12,166.5472,474911.7624,,,,,MONTI FX TAB,409.25112,,GLIMISAVE M2,322.6813333,73.77%,"1,423,779.64",0.02%,73.77%,A,,,,
PINOM H 40MG,30,347,15,235.47,12,166.5472,475078.3096,,,,,CYBLEX MV 40.3 TABS,179.20584,,CLAVIX 75MG,322.6155733,73.78%,"1,424,102.26",0.02%,73.78%,A,,,,
PINOM H 40MG,30,347,15,235.47,12,166.5472,475244.8568,,,,,BUDECORT 200 INHALER,632.2176,,LICHENSA 40GM,322.5776,73.80%,"1,424,424.84",0.02%,73.80%,A,,,,
PINOM H 40MG,30,347,15,235.47,12,166.5472,475411.404,,,,,TRUDERMA FACE WASH 150ML,205.9084,,CETANIL CT TAB,322.3476,73.82%,"1,424,747.18",0.02%,73.82%,A,,,,
INSTANT STERILE SWABS,3,140,1,75.46,12,166.4544,475577.8584,,,,,SOLSPRE NASAL SPRAY,402.1808,,B ACTIVE,322.3424,73.83%,"1,425,069.53",0.02%,73.83%,A,,,,
ISOLAZINE,60,173.4,15,117.67,12,166.4384,475744.2968,,,,,THYRONORM 50MG ,1224.79,,SSV CAL TAB,322.3,73.85%,"1,425,391.83",0.02%,73.85%,A,,,,
FORAIR 250 INH,1,693.3,1,470.45,12,166.396,475910.6928,,,,,VENUSIA CREAM,729.619,,ONABET SD LOTION 15ML,322.1056,73.87%,"1,425,713.93",0.02%,73.87%,A,,,,
ARACHITOL NANO SOLUTION 5ML,8,346.64,4,235.22,12,166.3872,476077.08,,,,,CILODOC 100MG,105.2224,,ATORVA 20MG,322.104,73.88%,"1,426,036.03",0.02%,73.88%,A,,,,
BASALOG ONE PEN,1,823.1,1,625.56,5,166.262,476243.342,,,,,CREVAST CV 10MG,454.3796,,WINOLAP 5MG,321.9088,73.90%,"1,426,357.94",0.02%,73.90%,A,,,,
BASALOG ONE PEN,1,823.1,1,625.56,5,166.262,476409.604,,,,,FABOLITE 100GM,210.2272,,ASOMEX AT 2.5MG,321.8796,73.92%,"1,426,679.82",0.02%,73.92%,A,,,,
BASALOG ONE PEN,1,823.1,1,625.56,5,166.262,476575.866,,,,,GENTEAL EYE DROPS,469.5168,,STERILL G 500ML,321.672,73.93%,"1,427,001.50",0.02%,73.93%,A,,,,
BASALOG ONE PEN,1,823.1,1,625.57,5,166.2515,476742.1175,,,,,FLUTICONE NASAL SPRAY,200.8736,,CO Q FORTE CAPS,321.6404,73.95%,"1,427,323.14",0.02%,73.95%,A,,,,
ROSEDAY 20MG,30,346.33,15,235.01,12,166.2376,476908.3551,,,,,ALLEGRA DUO NASAL SPRAY,392.3936,,CRANMED TAB,321.62024,73.97%,"1,427,644.76",0.02%,73.97%,A,,,,
METOSARTAN 25MG,40,173,10,117.39,12,166.0928,477074.4479,,,,,ARBITEL TRIO 50MG,350.304,,UV HOLD ULTRA GEL,321.5892,73.98%,"1,427,966.34",0.02%,73.98%,A,,,,
GLYXAMBI 25/5MG 10'S,1,820,1,584.25,12,165.64,477240.0879,,,,,HEALSENZ OINT 30GM,210.1408,,THREPTIN LITE,321.3824,74.00%,"1,428,287.73",0.02%,74.00%,A,,,,
GLYXAMBI 25/5MG 10'S,1,820,1,584.25,12,165.64,477405.7279,,,,,REMYLIN AX,105.0704,,OSTOSPRAY NASAL SPRAY,321.3136,74.02%,"1,428,609.04",0.02%,74.02%,A,,,,
GLYXAMBI 25/5MG 10'S,1,820,1,584.25,12,165.64,477571.3679,,,,,FLUTICONE FT NASAL SPRAY,104.9512,,UBEXA 40MG,321.0624,74.03%,"1,428,930.10",0.02%,74.03%,A,,,,
GLYXAMBI 25/5MG 10'S,1,820,1,584.25,12,165.64,477737.0079,,,,,FLUBLOCK NASAL SPRAY,314.6592,,DIAPRIME PLUS,321.02528,74.05%,"1,429,251.13",0.02%,74.05%,A,,,,
XAFINACT 50MG,50,138,10,93.64,12,165.616,477902.6239,,,,,KY LUBRICATING JELLY,252.5856,,CALPURE D,320.7384,74.07%,"1,429,571.87",0.02%,74.07%,A,,,,
CELEVIDA KESAR ELAICHI POW 400GM,1,690,1,444.41,18,165.5962,478068.2201,,,,,HOT WATER BAG [JUNIOR],498.05,,HIGH PRO 250GM,320.4028,74.08%,"1,429,892.27",0.02%,74.08%,A,,,,
CELEVIDA KESAR ELAICHI POW 400GM,1,690,1,444.41,18,165.5962,478233.8163,,,,,MELAGLOW RICH 20GM,523.221,,P 650MG,320.39668,74.10%,"1,430,212.67",0.02%,74.10%,A,,,,
UV HOLD ULTRA GEL,1,690,1,444.41,18,165.5962,478399.4125,,,,,CALCIROL GRANULES,248.9376,,SITABITE M 50/500MG,319.968,74.12%,"1,430,532.63",0.02%,74.12%,A,,,,
JANUMET 50/500MG 15'S,2,690,2,468.22,12,165.5936,478565.0061,,,,,TAZZLE 5MG,266.5128,,NADOXIN CREAM,319.7664,74.13%,"1,430,852.40",0.02%,74.13%,A,,,,
JANUMET 50/500MG 15'S,2,690,2,468.22,12,165.5936,478730.5997,,,,,FOURDERM CREAM 20GMS,626.8464,,ONABET B CREAM,319.6768,74.15%,"1,431,172.08",0.02%,74.15%,A,,,,
JANUMET 50/500MG 15'S,2,690,2,468.22,12,165.5936,478896.1933,,,,,RXTOR 10MG,104.4408,,ISOTROIN 10MG,319.372,74.17%,"1,431,491.45",0.02%,74.17%,A,,,,
JANUMET 50/500MG 15'S,2,690,2,468.22,12,165.5936,479061.7869,,,,,SAAZ DS,243.6952,,RENU MULTIPLUS 120ML,319.324,74.18%,"1,431,810.77",0.02%,74.18%,A,,,,
JANUMET 50/500MG 15'S,2,690,2,468.22,12,165.5936,479227.3805,,,,,GLUXIT 10MG,904.8832,,FLUTIVATE E 30GM CREAM,319.1776,74.20%,"1,432,129.95",0.02%,74.20%,A,,,,
JANUMET 50/500MG 15'S,2,690,2,468.22,12,165.5936,479392.9741,,,,,ELIQUIS 2.5MG 10'S,313.2288,,ERITEL LN 40MG,318.9512,74.22%,"1,432,448.90",0.02%,74.22%,A,,,,
JANUMET 50/500MG 15'S,2,690,2,468.22,12,165.5936,479558.5677,,,,,ESIFLO 250 TRANSCAPS,208.8192,,OLEANZ 10MG ,318.872,74.23%,"1,432,767.77",0.02%,74.23%,A,,,,
JANUMET 50/500MG 15'S,2,345,1,234.11,12,165.5936,479724.1613,,,,,XLHA EYE DROPS,104.4016,,NAPROSYN,318.6058,74.25%,"1,433,086.38",0.02%,74.25%,A,,,,
JANUMET 50/500MG 15'S,2,345,1,234.11,12,165.5936,479889.7549,,,,,IMMUNE ALL TAB,104.3994,,LITHOSUN SR,318.3804,74.26%,"1,433,404.76",0.02%,74.26%,A,,,,
JANUMET 50/500MG 15'S,2,690,2,468.22,12,165.5936,480055.3485,,,,,OXETOL 150MG,443.598,,TOLAZ LA 210MG INJ,318.2464,74.28%,"1,433,723.01",0.02%,74.28%,A,,,,
JANUMET 50/500MG 15'S,2,690,2,468.22,12,165.5936,480220.9421,,,,,ANGIZAAR H TAB,178.60608,,NEXPRO 20MG,318.0781867,74.30%,"1,434,041.09",0.02%,74.30%,A,,,,
JANUMET 50/500MG 15'S,2,690,2,468.22,12,165.5936,480386.5357,,,,,FLAKEOFF P LOTION,302.0928,,SPORANOX,318.008,74.31%,"1,434,359.09",0.02%,74.31%,A,,,,
JANUMET 50/500MG 15'S,2,690,2,468.22,12,165.5936,480552.1293,,,,,THREPTIN CHOCOLATE,104.1678,,RAPILIF 8MG,317.976,74.33%,"1,434,677.07",0.02%,74.33%,A,,,,
JANUMET 50/500MG 15'S,2,690,2,468.22,12,165.5936,480717.7229,,,,,SORVATE C 10GM,203.7568,,AVAS 10mg TAB,317.8746667,74.35%,"1,434,994.94",0.02%,74.35%,A,,,,
JANUMET 50/500MG 15'S,2,690,2,468.22,12,165.5936,480883.3165,,,,,RECLIDE XR 60MG,416.1632,,TELMA AMH 40MG,317.52,74.36%,"1,435,312.46",0.02%,74.36%,A,,,,
JANUMET 50/500MG 15'S,2,690,2,468.22,12,165.5936,481048.9101,,,,,LEVROXA 750MG,311.796,,DULANE 20MG,317.4736,74.38%,"1,435,629.94",0.02%,74.38%,A,,,,
JANUMET 50/500MG 15'S,2,690,2,468.22,12,165.5936,481214.5037,,,,,ZECUF SYP 100ML,4025.3888,,TELBRIT 40MG,317.2672,74.40%,"1,435,947.20",0.02%,74.40%,A,,,,
DONAMEM FORTE TAB,30,230,10,156.08,12,165.5712,481380.0749,,,,,REJUHAIR PRO 250GM,103.7488,,TG TOR EZ,316.968,74.41%,"1,436,264.17",0.02%,74.41%,A,,,,
VITASURGE TAB,30,230,10,156.08,12,165.5712,481545.6461,,,,,CANDITRAL 200MG,241.90656,,ZYRCOLD 5MG,316.92024,74.43%,"1,436,581.09",0.02%,74.43%,A,,,,
VITASURGE TAB,30,230,10,156.08,12,165.5712,481711.2173,,,,,FLAVEDON MR,932.03572,,GLUVILDA D 5MG,316.7488,74.45%,"1,436,897.84",0.02%,74.45%,A,,,,
VYSOV M 50/500MG 15'S,4,172.42,1,117,12,165.52,481876.7373,,,,,UPRISE D3 2K CAPS,207.3216,,PREPRO IBS CAPS,316.6593,74.46%,"1,437,214.50",0.02%,74.46%,A,,,,
HUMALOG MIX 50 Penfil,1,819,1,622.44,5,165.438,482042.1753,,,,,STUZ 5000 SPRAY,103.656,,ZINCOVIT 15ML,316.6224,74.48%,"1,437,531.12",0.02%,74.48%,A,,,,
HUMALOG MIX 25 PENFIL,1,819,1,622.44,5,165.438,482207.6133,,,,,ACN SOAP 75 GM,362.5825,,CWIN CREAM 30GM,316.432,74.49%,"1,437,847.56",0.02%,74.49%,A,,,,
EGLUCENT MIX 25 PENFILL,1,819,1,622.44,5,165.438,482373.0513,,,,,PEXOCLAV 625MG,352.19436,,DYDROBOON TAB,316.016,74.51%,"1,438,163.57",0.02%,74.51%,A,,,,
ARGIPREG SACHET,10,45.1,1,25.5,12,165.4,482538.4513,,,,,CRINA NCR 10MG,222.4992,,D PROTIN 200GM VANNILA,315.7984,74.53%,"1,438,479.37",0.02%,74.53%,A,,,,
OLMEZEST 20MG,60,123,10,85.22,12,165.3216,482703.7729,,,,,D3 MUST 60K TAB,623.1488,,ATIVAN 2MG,315.7876933,74.54%,"1,438,795.16",0.02%,74.54%,A,,,,
TOPLAP CREAM 30GM,1,688.8,1,467.4,12,165.312,482869.0849,,,,,MET XL 50MG,274.5136,,BUDAMATE 1MG RESPULES 7'S,315.616,74.56%,"1,439,110.77",0.02%,74.56%,A,,,,
GEMCAL D3 15'S,4,172,1,116.72,12,165.0944,483034.1793,,,,,BRINOLAR EYE DROPS,206.6288,,DILNIP 5MG,315.408,74.58%,"1,439,426.18",0.02%,74.58%,A,,,,
ORS L ORANGE DRINK 200ML,10,45,1,25.44,12,165.072,483199.2513,,,,,TENDIA M TAB,260.9437867,,ZOCON DUST POW 75GM,315.3888,74.59%,"1,439,741.57",0.02%,74.59%,A,,,,
KIDRICH D3 DROPS,3,150,1,84.82,12,165.0048,483364.2561,,,,,HAIRBLESS TAB,103.2108,,GLYCOMET TRIO 2MG,315.1104,74.61%,"1,440,056.68",0.02%,74.61%,A,,,,
SEROFLO 250 CIPHALER,1,687.5,1,466.52,12,164.9976,483529.2537,,,,,PANAZEP 25MG,722.4448,,FLUBLOCK NASAL SPRAY,314.6592,74.63%,"1,440,371.34",0.02%,74.63%,A,,,,
SEROFLO 250 CIPHALER,1,687.5,1,466.52,12,164.9976,483694.2513,,,,,LAVO SOAP 100GM,458.3616,,FINGER COT {ACURAA },314.415,74.64%,"1,440,685.76",0.02%,74.64%,A,,,,
SEROFLO 250 CIPHALER,1,687.5,1,466.52,12,164.9976,483859.2489,,,,,NEXPRO JUNIOR 1GMSACH,282.3808,,LISTRIL 10mg,314.2196,74.66%,"1,440,999.97",0.02%,74.66%,A,,,,
PRAZOPRESS XL 2.5MG,60,343,30,232.75,12,164.64,484023.8889,,,,,CARNIPIL SYRUP 100ML,205.9136,,COFSILS(LEMON HONEY),313.93392,74.67%,"1,441,313.91",0.02%,74.67%,A,,,,
APRESOL TAB,60,133,15,82.05,12,164.416,484188.3049,,,,,KETO SZ HAIR WASH 120ML,102.9568,,CALCIMAX FORTE,313.7993333,74.69%,"1,441,627.71",0.02%,74.69%,A,,,,
LABEBET 100MG,40,171,10,116.03,12,164.1856,484352.4905,,,,,GASOFILM STRIP ( 30  SACHET),339.75744,,NEUROBION ALFA D,313.7112,74.71%,"1,441,941.42",0.02%,74.71%,A,,,,
WELL WOMEN CAPS,30,684,30,440.54,18,164.1628,484516.6533,,,,,NEURONOMIC TAB,102.9542,,CALPOL 650MG,313.32392,74.72%,"1,442,254.74",0.02%,74.72%,A,,,,
WELL WOMEN CAPS,30,684,30,440.54,18,164.1628,484680.8161,,,,,NICARDIA XL 30MG,566.2008,,ELIQUIS 2.5MG 10'S,313.2288,74.74%,"1,442,567.97",0.02%,74.74%,A,,,,
WELL WOMEN CAPS,30,684,30,440.54,18,164.1628,484844.9789,,,,,SEROFLO 50 INHALER,102.9416,,ELIQUIS 2.5MG 10'S,313.2288,74.76%,"1,442,881.20",0.02%,74.76%,A,,,,
WELL WOMEN CAPS,30,684,30,440.54,18,164.1628,485009.1417,,,,,LC BAX TAB,581.4782,,NOVORAPID PENFIL,312.866,74.77%,"1,443,194.07",0.02%,74.77%,A,,,,
GLYCOMET GP 2,60,170.75,15,115.87,12,163.9024,485173.0441,,,,,TOLBY DS TAB 10'S,102.48,,MAGNESIUM SULPHATE 450GM,312.8,74.79%,"1,443,506.87",0.02%,74.79%,A,,,,
KENACORT 0.1% ORAL PASTE,5,136.53,1,92.64,12,163.866,485336.9101,,,,,ROPARK 0.25MG,238.6944,,EUDILAGE 10'S,312.4952,74.80%,"1,443,819.36",0.02%,74.80%,A,,,,
KENACORT 0.1% ORAL PASTE,5,136.53,1,92.64,12,163.866,485500.7761,,,,,HYTRIN 1mg,233.4632,,CETAPHIL BABY GENTLE WASH = SHAMPOO,311.986,74.82%,"1,444,131.35",0.02%,74.82%,A,,,,
XALACOM DROPS,1,682.44,1,463.08,12,163.7904,485664.5665,,,,,MYORIL 8MG,388.48008,,ROSBEST 10MG TAB,311.8008,74.84%,"1,444,443.15",0.02%,74.84%,A,,,,
XALACOM DROPS,1,682.44,1,463.08,12,163.7904,485828.3569,,,,,EBERNET CREAM 30GM,197.4352,,LEVROXA 750MG,311.796,74.85%,"1,444,754.94",0.02%,74.85%,A,,,,
